BIBLIOGRAFÍA	AUTOR	TÍTULO	FECHA	CRITERIO	BLOQUE	MEDIO	SOPORTE	TEMA	PAÍS	ZONA	TIPOLOGÍA	NOTAS	CONCORDANCIA
kovalski: «Pietá Rondanini de Miguel Ángel». El dilema de Kovalski. danivanhelsing.blogspot.com.es: danivanhelsing.blogspot.com.es, 2006-11-20.	kovalski	El dilema de Kovalski	2006	Primera edición	No ficción	Escrito	Web	Artes, cultura y espectáculos	España		Blog		No fue esta la intención de Miguel Ángel, ya que trabajó en el taller hasta casi el momento de su muerte esculpiendo como un chaval de veinte años "con tal furor, que parecía que iba a salir hecho pedazos; con un solo golpe hacía saltar esquirlas de tres o cuatro dedos, y trazaba las líneas tan limpias, que desviándose poco más del grosor de un cabello, habría echado todo a perder", según cuenta Vasari.
Nettel, Guadalupe: El huésped. Barcelona: Anagrama, 2006.	Nettel, Guadalupe	El huésped	2006	Primera edición	Ficción	Escrito	Libro	Novela	México	México y Centroamérica	Ficción		-Todo por servir se acaba, muchacha, y cuando él estalle, las esquirlas pueden caerle a cualquiera que esté cerca.
Botero, Juan Carlos: El arrecife. Barcelona: Belacqva, 2006.	Botero, Juan Carlos	El arrecife	2006	Primera edición	Ficción	Escrito	Libro	Novela	Colombia	Caribe continental	Ficción		galones y galones de aguas blancas y espumosas chorreando, escurriendo y resbalando entre nichos y cavidades, los crustáceos aprovechaban para moverse y desplazarse hasta que llegaba la próxima combinación de olas gigantes, entonces se volvían a prender de las piedras y soportaban el pavoroso choque del océano, las toneladas de mar reventadas en esquirlas por los cielos.
Botero, Juan Carlos: El arrecife. Barcelona: Belacqva, 2006.	Botero, Juan Carlos	El arrecife	2006	Primera edición	Ficción	Escrito	Libro	Novela	Colombia	Caribe continental	Ficción		-Ante todo, como es apenas lógico, te la tienes que probar... Ven, acércate. Fíjate: el faldón es de silicona, el mejor material disponible, y el cristal es temperado inastillable, lo cual es más seguro ya que si se te rompe al llevarla puesta, en vez de reventar en esquirlas, hiriéndote los ojos, el vidrio se deshace como si fuera granizo, ¿comprendes?
Uribe, Luz Magnolia: «Allá, detrás del tronco del suam». Notas de fango y otros cuentos. Medellín: El tambor arlequín, 2006.	Uribe, Luz Magnolia	Notas de fango y otros cuentos	2006	Primera edición	Ficción	Escrito	Libro	Relato	Colombia	Caribe continental	Ficción		rojos, amarillos. Soltó la dulzaina y el libro, y trepó a la roca más alta, desde donde vio su casa en llamas, y gente que corría en dirección a la Base y a las casas del vecindario. Se deslizó por la roca, desgarrando su falda nueva, cuando una serie de estallidos hicieron volar esquirlas a su alrededor. De un salto cayó a la arena, se metió entre las raíces del árbol, altas como paredes y se tapó los oídos, mientras a cada estruendo volaban por el aire trozos de cemento y pedazos de hierro que chocaban con fuerza en las rocas, en los troncos, en la punta
Pombo, Álvaro: La fortuna de Matilda Turpin. Barcelona: Planeta, 2006.	Pombo, Álvaro	La fortuna de Matilda Turpin	2006	Primera edición	Ficción	Escrito	Libro	Novela	España		Ficción		la compasión natural que procedía de la fidelidad de tantos años y del amor y admiración que había sentido siempre por Matilda, se vio escandalizada como si fuera un bello vaso de porcelana abruptamente roto que hubiera que recomponer precipitadamente y que, no obstante la excelencia del pegamento, no logra disimular las grietas ocasionadas, las esquirlas perdidas. Las fracturas reparadas se ennegrecen con facilidad, amarillean, son visibles: es un jarrón roto, bellísimo y roto a la vez. El escándalo fue que se sintió injustamente agredido, vuelto responsable de pronto de algo, aquella enfermedad mortal, que a todas luces ne era culpa suya. Matilda eligió hacer de
Cotrina, José Antonio: La casa de la colina negra. Madrid: Alfaguara, 2006.	Cotrina, José Antonio	La casa de la colina negra	2006	Primera edición	Ficción	Escrito	Libro	Novela	España		Ficción		Las dos criaturas se adentraron en las tinieblas del pasillo. De vez en cuando la mayor golpeaba las paredes con sus puños, haciendo saltar esquirlas de roca.
Lago, Eduardo: Llámame Brooklyn. Barcelona: Destino, 2006.	Lago, Eduardo	Llámame Brooklyn	2006	Primera edición	Ficción	Escrito	Libro	Novela	España		Ficción	Premio Nadal 2006	mucho mejor, seguramente porque no se ha ido. Aún está aquí, mientras que Teresa, Teresa murió al darme a luz. ¿Sabes? Siempre nos llevamos un pedazo de las cosas, de los lugares, de la gente. Son fragmentos, jirones de seres que se nos quedan incrustados dentro, como esquirlas. Y a veces duele, a veces duele mucho, como me pasa a mí ahora. Pero eso no es lo más importante, lo que importa es que ahora mismo están aquí. Oigo sus voces, las oigo todo el rato, oigo cómo hablan, lo que dicen, si chillan o no. ¿
Árbol, Víctor del: El peso de los muertos. Madrid: Editorial Castalia, 2006.	Árbol, Víctor del	El peso de los muertos	2006	Primera edición	Ficción	Escrito	Libro	Novela	España		Ficción	VIII Premio Tiflos de Novela	-Te salvé una vez y me pagaste huyendo de mí -dijo el comisario, dejando entrever por una esquirla de la mirada, una parte de aquellos sentimientos -Y nunca te escuché dar las gracias. Para ti siempre fui un perro, y como perro me diste las sobras. Ahora, este perro te huele pero ya no te reconoce. Y va a morderte.
Árbol, Víctor del: El peso de los muertos. Madrid: Editorial Castalia, 2006.	Árbol, Víctor del	El peso de los muertos	2006	Primera edición	Ficción	Escrito	Libro	Novela	España		Ficción	VIII Premio Tiflos de Novela	Nahum no se detuvo ni se dio la vuelta. Al borde del precipicio el viento era fuerte y soplaba de costado empujando su cuerpo escueto de hacia la derecha. Esquirlas de agua helada se le clavaban en las mejillas como los besos de un verdugo lujurioso. Abajo, el océano oscuro y espumoso se abría para recibirlo sin demora. Quizá se rompería el espinazo contra alguno de los salientes antes de llegar abajo y no se le quedaría la expresión pasmosa de los ahogados que había visto
Árbol, Víctor del: El peso de los muertos. Madrid: Editorial Castalia, 2006.	Árbol, Víctor del	El peso de los muertos	2006	Primera edición	Ficción	Escrito	Libro	Novela	España		Ficción	VIII Premio Tiflos de Novela	Cuando quiso subir la ventanilla se dio cuenta de que la manivela estaba atascada. Entretenida intentando desatascarla no vio la curva que se recortaba sobre la pendiente hasta que fue demasiado tarde. Las ruedas desgastadas perdieron adherencia y el freno no respondió. Sintió un golpe seco, como si chocase contra una piedra, luego las esquirlas del cristal roto de sus gafas clavadas en la cara, y que salía despedida al vacío a través de la ventanilla del coche. Todo en una milésima de segundo. El latigazo de la cicatriz en su lado derecho fue instantáneo, como si el moro volviese a cortarla con la botella rota en ese preciso
Fernández de Alba, Antonio: Palabras sobre la ciudad que nace. Madrid: Real Academia Española-Editorial Biblioteca Nueva, 2006.	Fernández de Alba, Antonio	Palabras sobre la ciudad que nace	2006	Primera edición	No ficción	Escrito	Libro	Artes, cultura y espectáculos	España		Académico		La ciudad, desde sus visiones axonométricas, hacía patente la profecía de una cartografía sin límites para sus moradores, y las agudas esquirlas de una precipitada arqueología industrial situaban a sus habitantes en esas geometrías imaginarias en los límites del discurso del tiempo, como un mercader del sentir consumista que contemplara en el laberinto digital la expansión permanente de un falso tiempo.
Pérez-Reverte, Arturo: El pintor de batallas. Madrid: Alfaguara, 2006.	Pérez-Reverte, Arturo	El pintor de batallas	2006	Primera edición	Ficción	Escrito	Libro	Novela	España		Ficción		suelo, la correa de su cámara en torno al cuello, una mano inerte casi tocándose             la cara, y la pequeña mancha roja, el hilillo oscuro que empezaba a deslizarse desde el             oído por la mejilla hasta mezclarse con la otra mancha más grande y brillante que se             extendía por debajo. Mina antipersonal, esquirlas de metralla, objetivo Leica de 55             milímetros, 1/25 de exposición, 5.6 de diafragma, película blanco y negro -la Ektachrome             de la otra cámara estaba rebobinada en ese momento- para una fotografía ni buena ni             mala, tal vez algo baja de luz. Una foto que Faulques no vendió nunca y cuya única copia             había
Pérez-Reverte, Arturo: El pintor de batallas. Madrid: Alfaguara, 2006.	Pérez-Reverte, Arturo	El pintor de batallas	2006	Primera edición	Ficción	Escrito	Libro	Novela	España		Ficción		de las explosiones rodeaba ahora con un halo polvoriento y dorado, y empezaba a             fotografiar también a los primeros hombres que regresaban de la cima o eran bajados por             sus camaradas dejando en el suelo prolongados rastros rojos, cojeando, sujetándose             apósitos y vendajes sobre las heridas, salpicados de barro y de sangre, alcanzados por             esquirlas, ciegos horrorizados que se llevaban las manos a la cara tropezando cuesta             abajo. Y aún seguía Olvido así, arrodillada, cuando Faulques se incorporó y corrió un             poco ladera arriba, se agachó y volvió a correr otro trecho, a fin de acercarse y tomar             foco en el perfil del maestro de escuela a
Pérez-Reverte, Arturo: El pintor de batallas. Madrid: Alfaguara, 2006.	Pérez-Reverte, Arturo	El pintor de batallas	2006	Primera edición	Ficción	Escrito	Libro	Novela	España		Ficción		apagado que             se concertaba con el de las maderas del techo incendiado de una casa cercana. Había             también un militar serbio muerto en el centro de la carretera, alcanzado el día anterior             por uno de los morteros cuyos impactos en forma de estrella jalonaban esta. El serbio             estaba boca arriba, la ropa destrozada por las esquirlas, cubierto de polvo gris que             también le tapizaba los ojos entornados y la boca abierta, con los bolsillos vueltos del             revés y sin botas. A su lado había objetos desdeñados por los saqueadores: un casco de             acero verde con una estrella roja, una cartera abierta, algunos documentos esparcidos             por el suelo, un
Hopgood Dávila, Eugenio: «El País. Relato de un año 'de aventura' en Irak». Elnuevodia.com. San Juan: elnuevodia.com, 2006-01-11.	Hopgood Dávila, Eugenio	Elnuevodia.com	2006	Primera edición	No ficción	Escrito	Prensa	Ciencias sociales, creencias y pensamiento	Puerto Rico	Antillas			sangre nunca se me olvida, lo tuve por muchas semanas y a veces todavía me acuerdo de eso, niños que les falta un brazo o un ojo, fue algo bien...", dijo sin terminar su expresión. También relató cómo el capitán de su unidad, Elmer Rivera, fue herido gravemente en el abdomen por esquirlas de mortero en otro ataque, por lo que ha requerido ya diez operaciones.
Delgado, Alexander: «Milicianos destruyen un CAI en Tuluá». El País. Cali: elpais.com.co, 2006-09-11.	Delgado, Alexander	El País	2006	Primera edición	No ficción	Escrito	Prensa	Política, economía y justicia	Colombia	Caribe continental			El uniformado sufrió fracturas en la tibia y el peroné y una herida abierta en una de las piernas. Además, presenta laceraciones en el rostro por acción de las esquirlas. Fue intervenido quirúrgicamente en la Clínica San Francisco de Tuluá.
«Uribe asegura que jefes de las FARC se esconden en Ecuador». Elcomercio.com. Quito: elcomercio.com, 2006-10-20.		Elcomercio.com	2006	Primera edición	No ficción	Escrito	Prensa	Política, economía y justicia	Ecuador	Andina			Cinco militares resultaron heridos y al menos 16 estudiantes civiles fueron afectados por esquirlas o vidrios.
«Investigación en Jamundí sigue un rastro de sangre». El Colombiano.com. Medellín: elcolombiano.com.co, 2006-05-28.		El Colombiano.com	2006	Primera edición	No ficción	Escrito	Prensa	Política, economía y justicia	Colombia	Caribe continental			Los automotores y las víctimas también tienen huellas de esquirlas, lo que permite determinar sin duda alguna que se accionaron dos granadas que explotaron muy cerca del lugar donde estaban los policías.
«Investigación en Jamundí sigue un rastro de sangre». El Colombiano.com. Medellín: elcolombiano.com.co, 2006-05-28.		El Colombiano.com	2006	Primera edición	No ficción	Escrito	Prensa	Política, economía y justicia	Colombia	Caribe continental			Aparte de los orificios de bala, la mayoría de los agentes de la Dijin muertos también presentaban heridas producidas por las esquirlas arrojadas por las granadas que detonaron.
«No se reconoce el pago a los afectados». Elcomercio.com. Quito: elcomercio.com, 2006-01-25.		Elcomercio.com	2006	Primera edición	No ficción	Escrito	Prensa	Política, economía y justicia	Ecuador	Andina			Todos tienen heridas graves en sus oídos, piernas y brazos por el impacto de esquirlas, vidrios rotos y la onda expansiva. La tragedia ocurrió el 20 de noviembre del 2002.
Dillon, Marta: «La trama paralela». Página/12. Rosario: pagina12.com.ar, 2006-06-16.	Dillon, Marta	Página/12	2006	Primera edición	No ficción	Escrito	Prensa	Ciencias sociales, creencias y pensamiento	Argentina	Río de la Plata			a los 92 años. Mi abuelo era como diez años más joven y la sobrevivió sin placer -y casi sin palabras- mucho menos de una década. Durante los últimos años casi no lo veía. Las familias son así, hay que dejar que sus secretos estallen para ver qué queda cuando ya se asentaron las esquirlas. Todavía hoy me desconcierto de lo poco que quedó. Y ni siquiera sé si es bueno o es malo. Es como es. Un día una se levanta y alrededor no hay nada de lo que creyó que duraría para siempre. ¿Qué puedo decir, si yo misma padecí de lejos la lenta muerte de mi
Flores, Leonardo; Pérez G. Rafael: «LOS ROSTROS DEL OFICIALISMO. La lucha por una candidatura en el PRD». Prensa.com. Panamá: prensa.com, 2006-08-10.	Flores, Leonardo; Pérez G. Rafael	Prensa.com	2006	Primera edición	No ficción	Escrito	Prensa	Política, economía y justicia	Panamá	México y Centroamérica	Noticia		Navarro también tuvo que lidiar con la sublevación de los buhoneros en reclamo de sus espacios en Calidonia y la Avenida Central y las acusaciones tras la licitación de camiones para recolectar basura. Ambos temas dejaron sus esquirlas en el Consejo Municipal, donde se encuentran las voces más contestatarias a Navarro dentro del PRD.
Cascante, Manuel M.: «Acapulco, sitiada por los narcos y las fuerzas de seguridad mexicanas tras un choque entre clanes». ABC.es. Madrid: abc.es, 2006-01-30.	Cascante, Manuel M.	ABC.es	2006	Primera edición	No ficción	Escrito	Prensa	Política, economía y justicia	España				del Golfo. Posteriormente, agentes de la Policía local se enfrentaron a los presuntos narcotraficantes en una batalla callejera que duró media hora y en la que murieron cuatro delincuentes. Otras siete personas resultaron heridas. "Aquí había más balas que en Irak", relató a la Prensa un taxista que fue alcanzado por una esquirla de granada.
Vicent, Manuel: «El periodismo, clave del siglo XX». El País.com. Madrid: elpais.com, 2006-05-05.	Vicent, Manuel	El País.com	2006	Primera edición	No ficción	Escrito	Prensa	Artes, cultura y espectáculos	España		Opinión		Pero, aun hoy mismo, el periodismo puede considerarse un género literario, porque la sobrecarga de información a la que estamos sometidos desde la mañana a la noche, e incluso durante el insomnio, hace que la realidad se rompa en mil pedazos cada día y se convierta en una ficción: cada esquirla de ese vidrio nos devuelve un fragmento quebrado de lo que creemos que es la actualidad que estamos viviendo. Las noticias de la radio, las imágenes de la televisión, la lectura del periódico en el metro o en el autobús se inmiscuyen en nuestras vidas hasta constituir una sola amalgama con nuestros sentimientos, con nuestra
Araújo, Joaquín: «TRANSPARENCIAS. Marzo vivaz». El Mundo.es. Natura. Madrid: elmundo.es/natura, 2006-03-11.	Araújo, Joaquín	El Mundo.es. Natura	2006	Primera edición	No ficción	Escrito	Prensa	Ciencias y tecnología	España				Nosotros aquí, conviene tenerlo presente, sólo tendremos cabida para una esquirla de lo que podríamos describir. Por eso seleccionamos lo que puede ser comprobado con poco esfuerzo. Estas noticias en realidad son los titulares de la gran crónica de la vida en nuestros paisajes.
Román, Alejandro: Línea de fuego. México D.F.: Paso de gato, 2007.	Román, Alejandro	Línea de fuego	2007	Primera edición	Ficción	Escrito	Libro	Teatro	México	México y Centroamérica	Ficción		.         Para que aprendan a respetar         Eso pusimos en una cartulina fosforescente         frente a sus cabezas cortadas         Para que aprendan a respetar         No se metan en nuestra plaza         Acapulco es nuestro         Acapulco es nuestro rifle de asalto         Ak cuarenta y siete         Acapulco cuarenta y siete         Acapulco es nuestra dulce granada roja de sangre.         Acapulco es nuestra granada de mano.         Acapulco estalla         Mar de esquirlas         Mar de sangre         Mar de coca         Mar de plomo         Mar verde dólar         Marea roja constante         Viento de guerra         Fuego cruzado.
Román, Alejandro: Línea de fuego. México D.F.: Paso de gato, 2007.	Román, Alejandro	Línea de fuego	2007	Primera edición	Ficción	Escrito	Libro	Teatro	México	México y Centroamérica	Ficción		Celso: En mi pecho revolotean esquirlas de una granada revienta una y otra vez         Mi corazón explota a cada latido.
Román, Alejandro: Línea de fuego. México D.F.: Paso de gato, 2007.	Román, Alejandro	Línea de fuego	2007	Primera edición	Ficción	Escrito	Libro	Teatro	México	México y Centroamérica	Ficción		Celso: La explosión  Las esquirlas  Ahogan mis palabras  Mi gallo baila al lado mío  Me lanza un espolonazo  La navaja corta mi cuello  Me desangro en el palenque...
Baradit, Jorge: Ygdrasil. Barcelona: Ediciones B, 2007.	Baradit, Jorge	Ygdrasil	2007	Primera edición	Ficción	Escrito	Libro	Novela	Chile	Chilena	Ficción		- No, pero queda con daños permanentes. Es como una luz de bengala que estalla y dispara esquirlas luminosas por todo el planeta. El Estado asegura el futuro de toda su familia, incluyendo identidades nuevas y limpiezas de memoria para evitar traumas. Mayol se unirá a otros en un sanatorio donde será alimentado y tratado con respeto. Pasados dos años, la legislación nos autoriza a matarlo.
